province,metric,count,min,max,mean,median,std_dev,sum
abruzzo_ultra_province,maximum_land_improvement_capacity_people,7,0.0,16597.267442730717,5655.280930397878,110.54551830874138,7234.549014203955,39586.96651278515
abruzzo_ultra_province,maximum_population_capacity_development_100_people,7,14926.97087388356,49000.0,29641.640065240357,27110.54551830874,13447.43083481065,207491.4804566825
acamama_province,maximum_infrastructure_capacity_people,9,0.0,55053.69123522488,12280.023703225008,19.104291056069346,18963.364193146856,110520.21332902508
acamama_province,maximum_irrigation_capacity_people,9,0.0,19.104291056069346,2.1226990062299276,0.0,6.368097018689784,19.104291056069346
acamama_province,maximum_land_improvement_capacity_people,9,0.0,55053.69123522488,12277.901004218778,0.0,18964.90920404973,110501.109037969
acamama_province,maximum_population_capacity_development_100_people,9,22000.0,88053.69123522488,38057.80148100279,30000.0,20371.106729214924,342520.2133290251
acarau_province,maximum_infrastructure_capacity_people,11,8121.295678711684,52710.02164190976,25201.313365416518,24963.54457480972,13448.856141617653,277214.4470195817
acarau_province,maximum_irrigation_capacity_people,11,8121.295678711684,52710.02164190976,25201.313365416518,24963.54457480972,13448.856141617653,277214.4470195817
acarau_province,maximum_land_improvement_capacity_people,11,0.0,0.0,0.0,0.0,0.0,0.0
acarau_province,maximum_population_capacity_development_100_people,11,37722.70193221075,138360.65271352965,81474.0406381438,67553.80837325535,40824.254547542216,896214.4470195817
achaea_province,maximum_infrastructure_capacity_people,4,0.0,10075.695598343757,2829.1897988430965,620.5317985143148,4866.299791108984,11316.759195372386
achaea_province,maximum_irrigation_capacity_people,4,0.0,10075.695598343757,2829.1897988430965,620.5317985143148,4866.299791108984,11316.759195372386
achaea_province,maximum_land_improvement_capacity_people,4,0.0,0.0,0.0,0.0,0.0,0.0
achaea_province,maximum_population_capacity_development_100_people,4,7000.0,46000.0,28079.189798843097,29658.379597686195,19884.611831000653,112316.75919537239
adal_province,maximum_infrastructure_capacity_people,6,0.0,84722.25821174044,32904.097511532214,26395.980153029646,29698.190359124976,197424.5850691933
adal_province,maximum_irrigation_capacity_people,6,0.0,84722.25821174044,32904.097511532214,26395.980153029646,29698.190359124976,197424.5850691933
adal_province,maximum_land_improvement_capacity_people,6,0.0,0.0,0.0,0.0,0.0,0.0
adal_province,maximum_population_capacity_development_100_people,6,21828.196178987168,190722.25821174044,74737.43084486555,50314.20789814541,64143.727430406434,448424.5850691933
adana_province,maximum_infrastructure_capacity_people,4,3645.3800359184456,63713.33778370608,24909.801069074998,16140.243228337731,27343.60200265445,99639.20427629999
adana_province,maximum_irrigation_capacity_people,4,3645.3800359184456,63713.33778370608,24909.801069074998,16140.243228337731,27343.60200265445,99639.20427629999
adana_province,maximum_land_improvement_capacity_people,4,0.0,0.0,0.0,0.0,0.0,0.0
adana_province,maximum_population_capacity_development_100_people,4,10645.380035918446,122713.33778370608,54659.801069074994,42640.24322833773,48707.54794325587,218639.20427629998
aden_province,maximum_infrastructure_capacity_people,5,33646.528437447974,176932.85422783968,114861.4089399693,103260.20693198661,60638.393945609656,574307.0446998465
aden_province,maximum_irrigation_capacity_people,5,33646.528437447974,176932.85422783968,114861.4089399693,103260.20693198661,60638.393945609656,574307.0446998465
aden_province,maximum_land_improvement_capacity_people,5,0.0,0.0,0.0,0.0,0.0,0.0
aden_province,maximum_population_capacity_development_100_people,5,54646.528437447974,209966.2321528315,135661.40893996932,133260.2069319866,63154.64350224934,678307.0446998465
ader_province,maximum_infrastructure_capacity_people,6,122581.2170462601,1087688.6708730238,355504.61332186736,173468.97526771625,377763.63732601365,2133027.6799312043
ader_province,maximum_irrigation_capacity_people,6,122581.2170462601,1087688.6708730238,355504.61332186736,173468.97526771625,377763.63732601365,2133027.6799312043
ader_province,maximum_land_improvement_capacity_people,6,0.0,0.0,0.0,0.0,0.0,0.0
ader_province,maximum_population_capacity_development_100_people,6,133581.2170462601,1111688.6708730238,372671.27998853405,194870.5450107417,380472.1273203593,2236027.6799312043
adirondacks_province,maximum_infrastructure_capacity_people,9,49616.52842857967,237372.30428212977,110649.65521369272,68182.5891605268,75994.73974188456,995846.8969232345
adirondacks_province,maximum_irrigation_capacity_people,9,0.0,108.49510967247537,26.726831078614268,0.011424187525502076,45.98725260362019,240.54147970752842
adirondacks_province,maximum_land_improvement_capacity_people,9,49616.52842857967,237263.8091724573,110622.9283826141,68182.5891605268,75963.58507233653,995606.3554435269
adirondacks_province,maximum_population_capacity_development_100_people,9,62346.68465460817,406081.77019934583,162205.21076924828,84869.83733898176,132051.85729293374,1459846.8969232345
adjukru_province,maximum_infrastructure_capacity_people,4,647.6388243077943,169067.7000171747,61596.49788410658,38335.32634747191,76610.59209180539,246385.99153642633
adjukru_province,maximum_irrigation_capacity_people,4,384.19664183969496,13229.932994254994,3894.9932704528155,982.9217228582861,6235.702132485194,15579.973081811262
adjukru_province,maximum_land_improvement_capacity_people,4,0.0,168683.503375335,57701.50461365377,31061.257539640028,79572.76890166636,230806.01845461508
adjukru_province,maximum_population_capacity_development_100_people,4,30229.932994254996,237067.7000171747,154346.4978841066,175044.17926249834,96926.3114734691,617385.9915364264
adrar_province,maximum_infrastructure_capacity_people,5,29371.785864070538,75501.58503743625,48021.35856393934,44331.85076216728,18538.974224889003,240106.7928196967
adrar_province,maximum_irrigation_capacity_people,5,29371.785864070538,75501.58503743625,48021.35856393934,44331.85076216728,18538.974224889003,240106.7928196967
adrar_province,maximum_land_improvement_capacity_people,5,0.0,0.0,0.0,0.0,0.0,0.0
adrar_province,maximum_population_capacity_development_100_people,5,36371.78586407054,140501.58503743625,82221.35856393933,68518.2309370524,42098.47325184886,411106.79281969665
adraskan_province,maximum_infrastructure_capacity_people,5,0.0,184208.30907512776,48139.16527694793,22067.16386194665,77487.94328294476,240695.82638473966
adraskan_province,maximum_irrigation_capacity_people,5,0.0,184208.30907512776,48139.16527694793,22067.16386194665,77487.94328294476,240695.82638473966
adraskan_province,maximum_land_improvement_capacity_people,5,0.0,0.0,0.0,0.0,0.0,0.0
adraskan_province,maximum_population_capacity_development_100_people,5,29067.16386194665,249208.30907512776,86939.16527694793,46420.35344766526,92415.41841868905,434695.82638473966
adzera_province,maximum_infrastructure_capacity_people,5,12796.356131213503,179518.44062889944,85568.25513436235,51640.83534937938,69932.98332681216,427841.2756718117
adzera_province,maximum_irrigation_capacity_people,5,0.0,19.536809991337496,3.907361998267499,0.0,8.737127040825545,19.536809991337496
adzera_province,maximum_land_improvement_capacity_people,5,12796.356131213503,179518.44062889944,85564.34777236407,51621.29853938804,69935.3533636779,427821.73886182037
adzera_province,maximum_population_capacity_development_100_people,5,34796.3561312135,198810.90423418445,112568.25513436233,79074.73932813494,77054.16405629975,562841.2756718117
aetolia_province,maximum_infrastructure_capacity_people,6,0.0,10828.757890507513,4380.216810968032,3812.030974007028,4930.631549131399,26281.300865808193
aetolia_province,maximum_irrigation_capacity_people,6,0.0,10828.757890507513,3109.5398196323563,0.0,4909.820471392818,18657.238917794137
aetolia_province,maximum_land_improvement_capacity_people,6,0.0,7624.061948014056,1270.676991335676,0.0,3112.510256667327,7624.061948014056
aetolia_province,maximum_population_capacity_development_100_people,6,7000.0,40828.75789050751,19880.21681096803,16226.27148765034,12232.258640979924,119281.3008658082
afar_province,maximum_infrastructure_capacity_people,5,1710.4966996720816,83989.26896908412,35343.20414850688,13014.116683558295,37493.844591898625,176716.0207425344
afar_province,maximum_irrigation_capacity_people,5,1710.4966996720816,83989.26896908412,35343.20414850688,13014.116683558295,37493.844591898625,176716.0207425344
afar_province,maximum_land_improvement_capacity_people,5,0.0,0.0,0.0,0.0,0.0,0.0
afar_province,maximum_population_capacity_development_100_people,5,19710.496699672083,99287.16821780507,52743.20414850688,24714.970172414818,41936.1581772798,263716.02074253437
afif_province,maximum_infrastructure_capacity_people,5,97895.74589159273,347991.3841622927,213379.09334708643,176752.58597012018,126277.5044850324,1066895.4667354322
afif_province,maximum_irrigation_capacity_people,5,97895.74589159273,347991.3841622927,213379.09334708643,176752.58597012018,126277.5044850324,1066895.4667354322
afif_province,maximum_land_improvement_capacity_people,5,0.0,0.0,0.0,0.0,0.0,0.0
afif_province,maximum_population_capacity_development_100_people,5,111895.74589159273,382290.2222285106,231779.09334708643,190752.58597012018,132305.82208150573,1158895.4667354322
agaidika_province,maximum_infrastructure_capacity_people,9,0.0,45702.04266078386,9850.736673878895,5604.915918827699,14438.808695613818,88656.63006491006
agaidika_province,maximum_irrigation_capacity_people,9,0.0,45702.04266078386,8705.012186747952,2843.8951186413447,14735.860882813278,78345.10968073156
agaidika_province,maximum_land_improvement_capacity_people,9,0.0,10311.520384178495,1145.724487130944,0.0,3437.173461392832,10311.520384178495
agaidika_province,maximum_population_capacity_development_100_people,9,18903.911216041277,121843.89511864135,52406.292229434446,47071.80277367135,33689.17730881481,471656.63006491004
agawam_province,maximum_infrastructure_capacity_people,4,50473.59381285003,93536.28862292581,63475.59619874818,54946.251179608436,20292.074028399024,253902.38479499271
agawam_province,maximum_irrigation_capacity_people,4,33.60353547275273,612.4199609125311,372.7471452684213,422.4825423442007,253.38214883420753,1490.9885810736853
agawam_province,maximum_land_improvement_capacity_people,4,49963.93652079314,93200.9808302943,63102.84905347976,54623.2394314158,20299.638165017215,252411.39621391904
agawam_province,maximum_population_capacity_development_100_people,4,62021.52408574832,100536.28862292581,79725.59619874819,78172.28604315929,16111.127436899375,318902.38479499274
agayakan_province,maximum_infrastructure_capacity_people,6,0.0,0.0,0.0,0.0,0.0,0.0
agayakan_province,maximum_irrigation_capacity_people,6,0.0,0.0,0.0,0.0,0.0,0.0
agayakan_province,maximum_land_improvement_capacity_people,6,0.0,0.0,0.0,0.0,0.0,0.0
agayakan_province,maximum_population_capacity_development_100_people,6,7000.0,7000.0,7000.0,7000.0,0.0,42000.0
agder_province,maximum_infrastructure_capacity_people,8,60.60769266081635,9039.317406505912,5570.978240632263,5895.527481863523,2866.1534945050907,44567.8259250581
agder_province,maximum_irrigation_capacity_people,8,0.0,478.0984600155953,91.44958845455608,25.10095882940501,162.1356815266678,731.5967076364486
agder_province,maximum_land_improvement_capacity_people,8,60.60769266081635,8934.965109607017,5479.528652177707,5890.070089862012,2792.2950779504395,43836.229217421656
agder_province,maximum_population_capacity_development_100_people,8,10060.607692660817,31430.031284411685,18570.978240632263,15985.598054815062,7018.7454539109885,148567.8259250581
agenais_province,maximum_infrastructure_capacity_people,3,0.0,4208.448955383959,1744.8070244543987,1025.9721179792366,2194.3799510552976,5234.421073363196
agenais_province,maximum_irrigation_capacity_people,3,0.0,4208.448955383959,1744.8070244543987,1025.9721179792366,2194.3799510552976,5234.421073363196
agenais_province,maximum_land_improvement_capacity_people,3,0.0,0.0,0.0,0.0,0.0,0.0
agenais_province,maximum_population_capacity_development_100_people,3,11208.44895538396,56000.0,33744.8070244544,34025.97211797924,22397.099178308195,101234.42107336319
agg_piktuk_province,maximum_infrastructure_capacity_people,5,104759.6058222992,228385.30975322283,133440.83929374517,112688.64570135222,53228.51750964696,667204.1964687258
agg_piktuk_province,maximum_irrigation_capacity_people,5,0.0,13.944196368829665,2.788839273765933,0.0,6.236034194461772,13.944196368829665
agg_piktuk_province,maximum_land_improvement_capacity_people,5,104759.6058222992,228371.365556854,133438.0504544714,112688.64570135222,53222.29939595625,667190.252272357
agg_piktuk_province,maximum_population_capacity_development_100_people,5,119688.64570135222,807542.3635153403,335240.8392937452,249828.2716765114,273359.34855038294,1676204.1964687258
agus_province,maximum_infrastructure_capacity_people,6,163530.051566448,306559.4457590705,237098.90034137896,238641.19902354147,47776.75392027397,1422593.4020482737
agus_province,maximum_irrigation_capacity_people,6,241.0774672234146,2206.9321446200206,774.8075673395864,450.47792995649263,759.7656678737559,4648.845404037518
agus_province,maximum_land_improvement_capacity_people,6,163051.47920346566,305517.5690197031,236324.09277403937,238301.00567861932,47813.696054891305,1417944.5566442362
agus_province,maximum_population_capacity_development_100_people,6,243015.9729483791,338661.5663664931,284598.90034137893,280044.9959378136,39276.916027365296,1707593.4020482737
agusan_province,maximum_infrastructure_capacity_people,8,30410.597354531783,299043.2055512761,159192.23439553592,171313.6220367751,96021.10931561374,1273537.8751642874
agusan_province,maximum_irrigation_capacity_people,8,67.05571905362241,2144.7503135330594,710.5437459033163,446.94177561648576,705.7571604734281,5684.349967226531
agusan_province,maximum_land_improvement_capacity_people,8,30164.00101445786,296898.45523774304,158481.6906496326,170836.03612175636,95619.72479187555,1267853.5251970608
agusan_province,maximum_population_capacity_development_100_people,8,97410.59735453178,317043.2055512761,205567.23439553592,208996.13614589546,71840.22053370919,1644537.8751642874
ahom_province,maximum_infrastructure_capacity_people,4,98702.09336581701,126431.9603229697,114495.39503425817,116423.76322412299,12270.847696632287,457981.58013703267
ahom_province,maximum_irrigation_capacity_people,4,0.0,1689.8418772028358,963.6391739760619,1082.357409350706,732.2988506657563,3854.5566959042476
ahom_province,maximum_land_improvement_capacity_people,4,97869.36163367429,125099.97723641101,113531.75586028211,115578.84228552156,11888.681681274375,454127.02344112843
ahom_province,maximum_population_capacity_development_100_people,4,105702.09336581701,490431.9603229697,220995.39503425817,143923.763224123,180867.85581950258,883981.5801370327
ahuacatlan_province,maximum_infrastructure_capacity_people,4,0.0,18488.96095200013,6394.158389083151,3543.8363021662367,8728.034028578273,25576.633556332603
ahuacatlan_province,maximum_irrigation_capacity_people,4,0.0,18488.96095200013,6394.158389083151,3543.8363021662367,8728.034028578273,25576.633556332603
ahuacatlan_province,maximum_land_improvement_capacity_people,4,0.0,0.0,0.0,0.0,0.0,0.0
ahuacatlan_province,maximum_population_capacity_development_100_people,4,14000.0,61000.0,37144.15838908315,36788.3167781663,19748.42762518551,148576.6335563326
ahvaz_province,maximum_infrastructure_capacity_people,6,40407.48322996197,82151.54941500835,51952.56385769779,45737.25440491976,15641.915928892537,311715.3831461867
ahvaz_province,maximum_irrigation_capacity_people,6,40407.48322996197,82151.54941500835,51952.56385769779,45737.25440491976,15641.915928892537,311715.3831461867
ahvaz_province,maximum_land_improvement_capacity_people,6,0.0,0.0,0.0,0.0,0.0,0.0
ahvaz_province,maximum_population_capacity_development_100_people,6,48407.48322996197,100151.54941500835,66452.56385769778,59868.69797624934,18982.161197678408,398715.3831461867
ai_ais_province,maximum_infrastructure_capacity_people,5,23312.658573457895,287504.4449226621,96956.54256142773,53771.29052514324,110016.99300808038,484782.7128071387
ai_ais_province,maximum_irrigation_capacity_people,5,23312.658573457895,287504.4449226621,96956.54256142773,53771.29052514324,110016.99300808038,484782.7128071387
ai_ais_province,maximum_land_improvement_capacity_people,5,0.0,0.0,0.0,0.0,0.0,0.0
ai_ais_province,maximum_population_capacity_development_100_people,5,34687.00658167027,653504.4449226621,177356.54256142775,60771.29052514324,267601.57635723264,886782.7128071387
aikhal_province,maximum_infrastructure_capacity_people,8,0.0,0.0,0.0,0.0,0.0,0.0
aikhal_province,maximum_irrigation_capacity_people,8,0.0,0.0,0.0,0.0,0.0,0.0
aikhal_province,maximum_land_improvement_capacity_people,8,0.0,0.0,0.0,0.0,0.0,0.0
aikhal_province,maximum_population_capacity_development_100_people,8,7000.0,7000.0,7000.0,7000.0,0.0,56000.0
aimore_province,maximum_infrastructure_capacity_people,4,0.0,1623.0639795419622,812.5955330940801,813.6590764171792,715.3440887024701,3250.3821323763204
aimore_province,maximum_irrigation_capacity_people,4,0.0,1623.0639795419622,812.5955330940801,813.6590764171792,715.3440887024701,3250.3821323763204
aimore_province,maximum_land_improvement_capacity_people,4,0.0,0.0,0.0,0.0,0.0,0.0
aimore_province,maximum_population_capacity_development_100_people,4,13623.063979541963,190000.0,87312.59553309408,72813.65907641719,74537.82014922083,349250.3821323763
air_province,maximum_infrastructure_capacity_people,5,0.0,754637.5691326445,294839.61593208846,317187.97471704055,314760.1272307361,1474198.0796604422
air_province,maximum_irrigation_capacity_people,5,0.0,754637.5691326445,294839.61593208846,317187.97471704055,314760.1272307361,1474198.0796604422
air_province,maximum_land_improvement_capacity_people,5,0.0,0.0,0.0,0.0,0.0,0.0
air_province,maximum_population_capacity_development_100_people,5,12000.0,761637.5691326445,314039.61593208846,335187.97471704055,311382.3573761542,1570198.0796604422
aivitok_province,maximum_infrastructure_capacity_people,7,4302.151687787804,37987.70065979884,17113.19453931663,15930.976461414959,12423.373668577442,119792.36177521643
aivitok_province,maximum_irrigation_capacity_people,7,0.0,0.0,0.0,0.0,0.0,0.0
aivitok_province,maximum_land_improvement_capacity_people,7,4302.151687787804,37987.70065979884,17113.19453931663,15930.976461414959,12423.373668577442,119792.36177521643
aivitok_province,maximum_population_capacity_development_100_people,7,12302.151687787804,104987.70065979884,48113.19453931663,47399.63537178208,28624.83821666217,336792.3617752164
ajan_province,maximum_infrastructure_capacity_people,5,30525.585668700165,141342.528413649,81905.93895243574,79777.74140616613,47843.32958736554,409529.6947621787
ajan_province,maximum_irrigation_capacity_people,5,30525.585668700165,141342.528413649,81905.93895243574,79777.74140616613,47843.32958736554,409529.6947621787
ajan_province,maximum_land_improvement_capacity_people,5,0.0,0.0,0.0,0.0,0.0,0.0
ajan_province,maximum_population_capacity_development_100_people,5,61525.585668700165,148342.528413649,113505.93895243574,133777.7414061661,36544.315837216025,567529.6947621787
akan_province,maximum_infrastructure_capacity_people,3,43241.09464727827,242772.89178243277,116534.36699992484,63589.114570063466,109798.15268547289,349603.1009997745
akan_province,maximum_irrigation_capacity_people,3,43241.09464727827,242772.89178243277,116534.36699992484,63589.114570063466,109798.15268547289,349603.1009997745
akan_province,maximum_land_improvement_capacity_people,3,0.0,0.0,0.0,0.0,0.0,0.0
akan_province,maximum_population_capacity_development_100_people,3,77241.09464727827,282772.8917824328,153534.36699992485,100589.11457006347,112531.01672227033,460603.1009997745
akara,maximum_infrastructure_capacity_people,7,9270.586100542798,161553.15192358918,57293.39488030338,45285.877766079764,53861.06428311819,401053.76416212367
akara,maximum_irrigation_capacity_people,7,9270.586100542798,161553.15192358918,57293.39488030338,45285.877766079764,53861.06428311819,401053.76416212367
akara,maximum_land_improvement_capacity_people,7,0.0,0.0,0.0,0.0,0.0,0.0
akara,maximum_population_capacity_development_100_people,7,36703.91686924756,250553.15192358918,105721.9663088748,72566.0027015597,83988.5404262352,740053.7641621237
akele_guzai_province,maximum_infrastructure_capacity_people,3,0.0,4694.839518188404,1564.9465060628015,0.0,2710.566859628168,4694.839518188404
akele_guzai_province,maximum_irrigation_capacity_people,3,0.0,4694.839518188404,1564.9465060628015,0.0,2710.566859628168,4694.839518188404
akele_guzai_province,maximum_land_improvement_capacity_people,3,0.0,0.0,0.0,0.0,0.0,0.0
akele_guzai_province,maximum_population_capacity_development_100_people,3,10000.0,12000.0,11231.613172729469,11694.839518188404,1077.4664659957784,33694.839518188404
akershus_province,maximum_infrastructure_capacity_people,3,10833.664021511295,11064.567275051699,10921.626072724095,10866.646921609294,124.88438019570047,32764.878218172285
akershus_province,maximum_irrigation_capacity_people,3,8.551466786810147,26.636635858967132,16.73900687257371,15.028917971943853,9.163058339231993,50.21702061772113
akershus_province,maximum_land_improvement_capacity_people,3,10807.027385652327,11056.015808264889,10904.887065851522,10851.61800363735,132.76672546483948,32714.661197554567
akershus_province,maximum_population_capacity_development_100_people,3,22833.664021511293,31064.567275051697,28254.95940605743,30866.646921609296,4696.022343585326,84764.87821817229
akhsikath_province,maximum_infrastructure_capacity_people,6,55585.874344930824,151611.11846653273,104857.44673786238,98097.28813431504,40251.0316009799,629144.6804271743
akhsikath_province,maximum_irrigation_capacity_people,6,0.0,13708.150842785939,3105.866216537413,0.0,5555.371393206864,18635.197299224477
akhsikath_province,maximum_land_improvement_capacity_people,6,41877.72350214489,151611.11846653273,101751.58052132498,95633.76490609578,44297.435957926726,610509.4831279499
akhsikath_province,maximum_population_capacity_development_100_people,6,93010.13085556326,356184.44541306683,192524.11340452905,155672.65883357188,103284.90408110646,1155144.6804271743
akhtar_province,maximum_infrastructure_capacity_people,8,2974.3987842373094,36024.013872674535,14379.90066111232,9433.420689270959,12541.459916916161,115039.20528889856
akhtar_province,maximum_irrigation_capacity_people,8,2974.3987842373094,36024.013872674535,14379.90066111232,9433.420689270959,12541.459916916161,115039.20528889856
akhtar_province,maximum_land_improvement_capacity_people,8,0.0,0.0,0.0,0.0,0.0,0.0
akhtar_province,maximum_population_capacity_development_100_people,8,9974.39878423731,189031.15813429348,55629.90066111232,42948.3037607787,55995.57811768351,445039.20528889855
aki_province,maximum_infrastructure_capacity_people,5,60218.50087074881,123701.1094213275,75395.85400890395,64606.29274894301,27149.168128578258,376979.27004451974
aki_province,maximum_irrigation_capacity_people,5,0.0,8.110483085278279,1.6220966170556559,0.0,3.627118301808891,8.110483085278279
aki_province,maximum_land_improvement_capacity_people,5,60218.50087074881,123701.1094213275,75394.2319122869,64598.18226585773,27149.97417138449,376971.15956143447
aki_province,maximum_population_capacity_development_100_people,5,67218.5008707488,167701.1094213275,122595.85400890393,132279.89490429824,36911.13535168896,612979.2700445197
akilasiewakik_province,maximum_infrastructure_capacity_people,3,32891.95225995883,53484.52816013767,40692.786929623246,35701.88036877323,11166.709756034152,122078.36078886973
akilasiewakik_province,maximum_irrigation_capacity_people,3,0.0,0.0,0.0,0.0,0.0,0.0
akilasiewakik_province,maximum_land_improvement_capacity_people,3,32891.95225995883,53484.52816013767,40692.786929623246,35701.88036877323,11166.709756034152,122078.36078886973
