global_rank,province,macro_region,location_count,maximum_irrigation_capacity_people,maximum_land_improvement_capacity_people,maximum_infrastructure_capacity_people,maximum_population_capacity_development_100_people
54,minnetonka_province,north_america,6,2112.5823420405004,4839714.458235191,4841827.040577232,5543805.420649386
55,icabaqua_province,south_america,5,88259.41068754824,4780593.505596729,4868852.916284277,5532584.530819812
56,natahende_province,north_america,9,4601219.1196225,0.0,4601219.1196225,5530746.509575312
57,hokah_province,north_america,5,36310.39283535963,4821794.566329573,4858104.959164932,5528368.079060549
58,pokemaga_province,north_america,6,18470.47672755801,4745493.701509955,4763964.178237514,5522584.700517203
59,imabite_province,north_america,7,233397.93977474046,4061360.307439487,4294758.247214228,5414353.028116006
60,kishwaukee_province,north_america,4,6754.258854063576,4675774.971587062,4682529.230441125,5355595.384246266
61,mearim_province,south_america,9,166400.37270759552,4398911.622042882,4565311.994750477,5351975.994094287
62,upper_guapore_province,south_america,8,9224.040356782984,4525125.366991811,4534349.407348594,5343018.083267168
63,cholistan_province,south_asia,11,4059479.9578381516,0.0,4059479.9578381516,5259914.952567921
64,curuai_province,south_america,9,100482.35884376,4199238.861931546,4299721.220775306,5242186.373372219
65,chucalissa_province,north_america,4,76744.03373615765,4500025.287747842,4576769.321484,5215240.4866695
66,sanaga_province,central_africa,4,14125.221140055855,4495349.837069223,4509475.058209279,5199159.440485438
67,cochimi_province,north_america,5,4482431.687329884,0.0,4482431.687329884,5187860.64824612
68,towosaghy_province,north_america,4,105473.31112515458,4420693.667522183,4526166.978647336,5172937.850978253
69,hwalbay_province,north_america,6,4169800.089299294,0.0,4169800.089299294,5169150.1004617065
70,taquari_province,south_america,6,10038.29890343507,4374179.300270499,4384217.599173933,5166244.799070675
71,kalamazoo_province,north_america,5,22222.2248854494,4335637.507436493,4357859.732321943,5013967.198862186
72,yupangathi_province,australasia,9,16603.413474622463,4122539.3472177275,4139142.7606923496,4932160.605778893
73,wea_province,north_america,3,65.25722591636999,4292791.577629746,4292856.834855663,4866588.93921262
74,ocheyedan_province,north_america,3,9007.46588134529,4211066.066355713,4220073.532237058,4829707.72376669
75,atchakangouen_province,north_america,4,7302.863859082765,4170728.8704247065,4178031.734283789,4737410.701069263
76,yinggarda_province,australasia,7,4081731.575123189,0.0,4081731.575123189,4719073.022013588
77,chuapa_province,central_africa,5,8379.07215337921,4042846.954912037,4051226.0270654163,4647629.280448593
78,neosho_province,north_america,4,91178.65897285887,3881700.016750074,3972878.6757229324,4606738.510188299
79,uberaba_province,south_america,5,3667.485642789324,4005307.9114054716,4008975.397048261,4597847.321679293
80,northern_sindh_province,south_asia,10,3804465.150235602,0.0,3804465.150235602,4597273.294015053
81,mengakonkia_province,north_america,3,36258.0479931689,3969011.2898343,4005269.337827469,4543053.0050559025
82,east_lekumu_province,central_africa,5,50241.50020935327,3870760.575279955,3921002.075489308,4527002.334925472
83,kaskinampo_province,north_america,9,16705.466647336503,3912354.115190039,3929059.5818373756,4520317.029567048
84,pantanal_province,south_america,5,14099.483940189584,3891004.094927342,3905103.578867532,4482116.526225973
85,kinhasa_province,central_africa,9,140657.46137723353,3110028.873899016,3250686.3352762493,4474897.127185781
86,xingu_province,south_america,3,32022.886016857883,3868499.766904303,3900522.652921161,4429712.984536306
87,guwevkabaya_province,north_america,8,3499391.1817811322,0.0,3499391.1817811322,4405940.079503774
88,macuxi_province,south_america,5,9208.356383176633,3717833.91526742,3727042.2716505965,4335797.555606921
89,mamullmapu_province,south_america,10,3645849.9941419335,0.0,3645849.9941419335,4333331.243409676
90,pindare_province,south_america,7,82617.85292223973,3621405.4396198727,3704023.292542112,4324526.204109876
91,sanjiang_province,east_asia,5,34601.6565474622,3725946.8401200175,3760548.49666748,4319492.058750915
92,wapinippi_province,north_america,3,1705.3327173283633,3784726.5867088214,3786431.9194261497,4299110.9093544185
93,mudan_province,east_asia,6,1019.8439292994539,3658160.4077778235,3659180.251707123,4198702.783170514
94,sandusky_province,north_america,4,18601.281117202085,3639254.2072573327,3657855.488374535,4180337.424421352
95,nandeva_province,south_america,6,21557.378697164615,3582925.4881422045,3604482.8668393693,4167543.2251942903
96,kentucky_province,north_america,4,5688.651207030004,3599952.794339743,3605641.4455467733,4144096.62624012
97,kanawha_province,north_america,9,815.1840481733204,3574384.7413776238,3575199.925425797,4122224.9161040215
98,cameroon_ridge_province,central_africa,6,126392.55129490187,3304841.7014251314,3431234.2527200337,4064888.534310038
99,north_moxico_province,central_africa,16,344544.4881745885,2142503.1306925253,2487047.6188671137,4043303.5712255035
100,natchez_province,north_america,3,26310.1792714314,3511657.2564709918,3537967.435742423,4019588.365210226
101,upper_songhua_province,east_asia,6,2978.718181963367,3470452.6193692368,3473431.3375512003,3999860.2547451
102,pacaha_province,north_america,3,267281.51424308855,3226028.8147896184,3493310.329032707,3971599.1201617955
103,derajat_province,south_asia,12,2942737.532472558,0.0,2942737.532472558,3922579.7240316276
104,mendota_province,north_america,3,2504.3745696122514,3400333.878012959,3402838.2525825715,3875443.0341553926
105,checagou_province,north_america,3,15869.454036421037,3293946.955172228,3309816.4092086493,3850668.4603597303
106,coyaima_province,south_america,7,27132.671805428483,3033532.5307170283,3060665.202522457,3847123.352837764
107,umbindhamu_province,australasia,9,0.0,2930098.900634302,2930098.900634302,3839736.26321359
108,south_darfur_province,east_africa,7,3112876.9545400464,0.0,3112876.9545400464,3809111.5738575524
109,dadi_dadi_province,australasia,9,3045951.199795926,0.0,3045951.199795926,3796820.099770417
110,mitchigamea_province,north_america,3,66135.22391519521,3276172.684122077,3342307.9080372723,3796096.3965419317
111,tahejoc_province,north_america,8,3019197.184016723,0.0,3019197.184016723,3792596.8320188136
112,meskousing_province,north_america,4,12269.153840644387,3318586.809821528,3330855.9636621727,3784337.959119944
113,lewekomi_province,north_america,3,14076.441902269997,3268066.381016676,3282142.822918946,3773410.675783814
114,suchiimma_province,south_america,10,485387.15454655414,2588999.1758682774,3074386.3304148316,3771434.6217166856
115,hulan_province,east_asia,5,10681.615812999815,3153556.156695596,3164237.772508596,3735267.49407217
116,lower_bureya_province,east_asia,7,3446.8686446353217,3179665.1112039844,3183111.9798486196,3713750.9773296975
117,paranaiba_province,south_america,12,511269.1236726745,2344556.80789355,2855825.931566225,3706679.173012003
118,cadegomo_province,north_america,5,3175457.8477622485,0.0,3175457.8477622485,3665765.0787325297
119,madeira_brazil_province,south_america,7,33698.139010269144,3103887.6416819147,3137585.780692184,3650159.0032787067
120,millioke_province,north_america,4,15617.088914793874,3157442.767965763,3173059.856880557,3603442.3389906264
121,piankeshaw_province,north_america,3,8472.384004559677,3156042.9458547523,3164515.3298593117,3590454.746091726
122,dingliao_province,east_asia,6,2786.473701027478,2977129.5594485225,2979916.03314955,3571780.537293244
123,suzhou_province,east_asia,6,52362.45291714945,1155345.557749609,1207708.0106667583,3558046.5120001035
124,katagalugan_province,south_east_asia,11,65580.04702507397,2169321.1277022786,2234901.174727353,3554888.821568272
125,zinacantan_province,north_america,7,27952.370245227743,3010151.221655052,3038103.5919002797,3550616.540887815
126,charquis_province,north_america,3,43009.28137810938,3056050.8598865406,3099060.14126465,3549442.658922731
127,kankakee_province,north_america,3,8859.519653701867,3123611.403856863,3132470.9235105645,3547654.7889493853
128,higuey_province,north_america,6,73974.86218766504,2586931.824332448,2660906.686520113,3545895.0223351275
129,chickasaw_province,north_america,6,76091.2099095885,3029046.405727576,3105137.6156371646,3545029.8175918106
130,chadimapu_province,south_america,15,2700542.4211231074,0.0,2700542.4211231074,3525235.2237634957
131,nekokiaw_province,north_america,5,34444.327301231075,2698419.2427628716,2732863.5700641028,3521096.5163221154
132,marwar,south_asia,9,2359885.960710479,0.0,2359885.960710479,3509871.7057992886
133,guapore_province,south_america,6,17238.639717818645,3009448.764454319,3026687.404172138,3491648.329693655
134,nishnabotna_province,north_america,3,22186.20903906958,3014196.0584262027,3036382.2674652725,3489055.0508984313
135,zaklohpakab_province,north_america,4,145115.9650921416,2785463.3174553756,2930579.282547517,3458901.6928659566
136,imbau_province,south_america,5,0.0,3010369.1438824474,3010369.1438824474,3450790.2868677536
137,mojave_province,north_america,5,2902246.417196112,0.0,2902246.417196112,3440527.2193456264
138,tchokana_province,north_america,6,2882243.895800467,0.0,2882243.895800467,3436024.382775525
139,lower_moshiko_province,central_africa,8,337448.0293831137,2225189.2926640855,2562637.322047199,3413966.987303099
140,moyen_ogoowe_province,central_africa,7,2073.194737626563,2724897.6328302,2726970.827567826,3413217.1810138044
141,cuyahoga_province,north_america,4,4033.0251728974945,2947172.0824596277,2951205.1076325253,3392105.746086591
142,paramaribo_province,south_america,8,0.0,2763919.757739916,2763919.757739916,3388409.7274574055
143,itapecuru_province,south_america,5,166108.9141086424,2713818.270687341,2879927.184795984,3383918.082895482
144,ciwat_province,north_america,3,13309.90405456733,2905501.7058414673,2918811.6098960345,3377038.061133039
145,ogoowe_benje_province,central_africa,9,1492.6956693473078,2806740.0170483217,2808232.712717669,3374136.8018073775
146,cayas_province,north_america,4,62350.34837484985,2871559.774032149,2933910.1224069986,3372648.8877078737
147,chequamegon_province,north_america,5,8125.440762010958,2864192.961078785,2872318.4018407958,3369733.202070895
148,minitig_province,north_america,11,3355.7759606836917,2533460.118206463,2536815.8941671466,3366917.8809380396
149,jacui_province,south_america,6,28895.368225946808,2854706.2211308507,2883601.5893567977,3348676.788026397
150,mindanao_province,south_east_asia,9,44886.143399967455,2727429.0627233656,2772315.206123333,3330354.6068887496
151,colombayma_province,south_america,8,9495.887635912388,2718356.404361955,2727852.2919978676,3326458.8284976007
152,yadhaigana_province,australasia,7,14678.260259277784,2706243.6453792057,2720921.9056384834,3317537.143843294
153,east_igbo_province,west_africa,6,55413.28363870374,2666331.178675386,2721744.4623140898,3295962.520103351
154,nyanga_province,central_africa,7,17241.387339848545,2186586.3130568466,2203827.700396695,3287056.162946282
155,chiquitania_province,south_america,11,5396.588087272703,2574744.280652497,2580140.86873977,3280658.477332241
156,tangwang_province,east_asia,4,1841.4106144677496,2885622.4725066433,2887463.883121111,3279896.86851125
157,lukassi_province,central_africa,9,198013.66003265456,2191161.0322171603,2389174.692249815,3278446.5287810415
158,djabuganjdji_province,australasia,9,0.0,2667750.1510121906,2667750.1510121906,3276843.9198887143
159,atacames_province,south_america,6,15462.56765356653,2725875.526439564,2741338.0940931304,3262880.355854772
160,chemewevi_province,north_america,6,2648795.289897435,0.0,2648795.289897435,3248769.701134614
161,jangladesh,south_asia,11,2552339.6168448883,0.0,2552339.6168448883,3242632.0689505
162,catahoula_province,north_america,3,49220.26423024792,2753407.0987987826,2802627.36302903,3232830.783407659
163,kpelle_province,west_africa,4,68405.89798359323,2693384.7958286763,2761790.6938122697,3228514.530538804
164,headdhetanwan_province,north_america,3,88315.24592594946,2669230.4162720176,2757545.662197967,3218113.8699727133
165,havana_province,north_america,11,453287.09849800915,1968074.9871848447,2421362.085682854,3212282.346393211
166,maniani_province,north_america,4,22616.84666887038,2671529.965069143,2694146.8117380138,3206415.163205265
167,ouachita_province,north_america,6,42870.086528855136,2721876.643965986,2764746.7304948415,3198090.0718066967
168,upper_non_province,east_asia,6,1381.6607564066326,2798422.409756335,2799804.070512742,3197029.579326834
169,paraiba_province,south_america,7,2396173.280541637,0.0,2396173.280541637,3176069.9406093415
170,purnia_province,south_asia,6,595091.9985091568,1292539.2333514465,1887631.2318606032,3174335.1358431787
171,bindal_province,australasia,10,371903.6883841717,1987956.9927900394,2359860.681174211,3173468.2663209876
172,essequibo_province,south_america,5,0.0,2681812.1450828956,2681812.1450828956,3165538.6632182575
173,siyathemba_province,southern_africa,6,2655769.040206853,0.0,2655769.040206853,3154240.1702327095
174,cumaribo_province,south_america,5,13631.895628710321,2731267.2322804765,2744899.1279091868,3151011.518897835
175,cuauhtemallan_province,north_america,5,41165.10812102519,2504088.4068368976,2545253.514957923,3150285.2043276634
176,nechi_province,south_america,9,15264.617900250518,2528971.0220113774,2544235.639911628,3145765.0949005815
177,north_sangha_province,central_africa,5,18566.44655646425,2630349.7245052652,2648916.171061729,3145405.692444445
178,dan_province,west_africa,3,119951.60966782941,2447324.548575346,2567276.1582431756,3137935.6780235725
179,baro_bhuyan_province,south_asia,11,246335.62828380134,1767427.9048938227,2013763.5331776242,3135108.974824827
180,tah_itza_province,north_america,5,255220.66307459478,2372230.9876338034,2627451.6507083983,3128008.107046948
181,cacaxtles_province,north_america,8,2232965.8487643613,0.0,2232965.8487643613,3121836.5798599063
182,arua_province,south_america,7,135335.70251104937,2297905.2742935633,2433240.9768046127,3118771.0989051894
183,ivai_province,south_america,5,411.3499456380913,2693742.856672444,2694154.206618082,3118673.4824453425
184,aniyutsi_province,north_america,4,6941.147234093045,2708282.6560404487,2715223.8032745416,3113126.7786838594
185,guinean_coast_province,west_africa,6,528926.5076312214,2000065.6599162084,2528992.16754743,3101616.1884908583
186,huangzhou_province,east_asia,9,2946.5564263927945,2006883.329996326,2009829.8864227189,3089058.6222255584
187,kakol_kiej_province,north_america,4,95428.3048830296,2126397.004069551,2221825.30895258,3089053.472571653
188,south_benin_province,west_africa,7,56142.012429135415,2025245.8425966064,2081387.8550257417,3080686.3369039595
189,sirhan_province,middle_east,7,2602616.174524789,0.0,2602616.174524789,3067443.1963403877
190,iboina_province,east_africa,10,182945.745443101,2028872.1892106244,2211817.9346537255,3055295.176485441
191,anilco_province,north_america,4,80114.55880438705,2602094.053169405,2682208.611973792,3048984.6884705164
192,mbanza_kongo_province,central_africa,8,126311.74598337176,2415517.0103971986,2541828.7563805706,3021557.3509281417
193,tagloc_province,south_east_asia,8,18504.23601582956,2083503.5084164264,2102007.7444322556,3018383.7124862876
194,taif_province,middle_east,8,2539613.5125352805,0.0,2539613.5125352805,3015690.2016021903
195,mathoskabde_province,north_america,4,1526.474854859534,2607396.2134778025,2608922.688332662,3010413.0243742447
196,orayvi_province,north_america,9,2191814.8430348,0.0,2191814.8430348,3004666.69841415
197,talisi_province,north_america,6,9342.52183128169,2600333.9584064824,2609676.4802377643,3002261.0402674843
198,tsoto_province,north_america,5,70302.87869827138,2449175.638896338,2519478.5175946094,2988538.3322939356
199,south_sangha_province,central_africa,5,105171.67002062996,2032387.9982956862,2137559.6683163163,2971754.626855856
200,bettiah_province,south_asia,6,296521.43655237573,1798791.274575395,2095312.7111277706,2971476.800018742
201,capachequi_province,north_america,6,68698.09919666234,2510527.838234801,2579225.9374314635,2969129.1796103963
202,yoli_province,north_america,13,1763431.5396834663,0.0,1763431.5396834663,2967110.4821438994
203,shamokin_province,north_america,8,1468.978983374186,2489345.505919227,2490814.484902601,2939416.2955154264
204,cirebon_province,south_east_asia,7,66688.43760963978,1065762.2600272265,1132450.6976368662,2939007.0348414746
205,gorakhpur_province,south_asia,6,370085.35973500425,1804251.0448364504,2174336.4045714545,2932128.4551428864
206,pikunmapu_province,south_america,15,637988.736195367,1178833.8866584941,1816822.6228538612,2916925.4507105937
207,bulbancha_province,north_america,4,21934.515600013507,2522751.490430109,2544686.0060301227,2911146.756783888
208,upper_sindh_province,south_asia,6,2515040.141024221,0.0,2515040.141024221,2892420.1586522493
209,lower_sindh_province,south_asia,10,2391073.197166868,0.0,2391073.197166868,2884582.3468127265
210,ciid_province,east_africa,6,2452878.7333087707,0.0,2452878.7333087707,2878738.574972367
211,bari_doab_province,south_asia,8,2342757.808157758,0.0,2342757.808157758,2871852.534177477
212,haud_province,east_africa,10,2159328.317680425,0.0,2159328.317680425,2858994.357390478
213,lualaba_province,central_africa,9,336146.2215550218,1904581.6937502255,2240727.915305247,2856068.9047184032
214,wassulu_province,west_africa,4,433991.461488676,1971882.2962076778,2405873.757696354,2849482.977408398
215,cootcla_province,north_america,6,9974.35286486528,2468739.694491634,2478714.0473564994,2849303.303276062
216,merina_province,east_africa,7,100993.96916020359,1850892.9526721004,1951886.921832304,2793247.787061342
217,niagara_province,north_america,5,11178.06571767338,2343355.3376059746,2354533.403323648,2792850.078739104
218,atbai_province,east_africa,5,2370674.0136493165,0.0,2370674.0136493165,2777258.265355481
219,central_visayas_province,south_east_asia,4,16621.73200400763,1228689.1356582483,1245310.8676622561,2762224.726120038
220,ogoowe_ivindo_province,central_africa,5,3432.2505747280534,2303044.230141519,2306476.480716247,2754536.0408057785
221,aksu_province,east_asia,7,2127554.530751768,120388.85594992965,2247943.386701698,2738186.3100394104
222,bahraich_province,south_asia,5,355142.4156851907,1670433.4888473442,2025575.9045325348,2737772.8925991016
223,darbhanga_province,south_asia,6,328800.7912352495,1727913.9580974267,2056714.7493326762,2733429.092999261
224,sangmelima_province,central_africa,5,11.955201206693657,2358523.2736631758,2358535.2288643825,2729852.1324724304
225,ganatchio_province,north_america,4,3694.206277628754,2265903.133159846,2269597.3394374745,2728797.006867159
226,panama_province,north_america,8,19736.236155672646,1918395.150126921,1938131.3862825937,2719272.809567918
227,mbalundu_province,central_africa,8,220602.2362079073,1821922.6188003204,2042524.8550082278,2718590.461884256
228,nuomin_province,east_asia,5,21026.92720547502,2281519.313646676,2302546.240852151,2710739.5209586704
229,lower_non_province,east_asia,6,84275.79255212324,2135056.9710989133,2219332.763651036,2699249.359107416
230,mahkato_province,north_america,6,55106.997987256764,2102353.660200166,2157460.658187423,2698268.2404608508
231,prey_nokor_province,south_east_asia,6,136902.22171864592,1813806.1413472001,1950708.3630658458,2680546.9084490766
232,bahr_al_jabal_province,east_africa,8,832598.8410180203,1217959.9783528182,2050558.8193708386,2672503.6717921933
233,chubut_province,south_america,10,1057531.9002988848,694408.7787962058,1751940.6790950906,2649308.263981977
234,azamgarh_province,south_asia,6,620314.5550470199,1013045.0425289695,1633359.5975759893,2643029.547272988
235,magua_province,north_america,8,76444.64531016657,1585374.4127544628,1661819.058064629,2609796.440322708
236,oceko_sipiy_province,north_america,5,10585.195193816398,2219143.83987136,2229729.0350651764,2604070.1644483237
237,erie_province,north_america,6,2301.6802818710958,2252619.7342653875,2254921.414547259,2597536.591365666
238,eseka_province,west_africa,5,5266.271972625405,2181259.150690117,2186525.4226627424,2588091.1004955852
239,nemadji_province,north_america,4,16100.042649866147,1827128.1610836096,1843228.2037334756,2569756.72920016
240,otolum_province,north_america,4,157642.03839920726,1958930.472789712,2116572.511188919,2565644.0750875343
241,burugardi_province,australasia,8,91189.99766732479,1995448.4988713018,2086638.4965386265,2562343.308605955
242,butalmapu_province,south_america,5,316081.85872703756,1828066.959102294,2144148.8178293314,2561792.420057998
243,sibi_province,south_asia,9,2104696.450814939,0.0,2104696.450814939,2550033.5071668066
244,shebelle_province,east_africa,7,1895076.9839599556,0.0,1895076.9839599556,2549336.60695495
245,wangkamana_province,australasia,7,2038778.876236763,0.0,2038778.876236763,2549001.2357663587
246,xoo_province,southern_africa,4,1965270.5094390125,0.0,1965270.5094390125,2545054.3231188892
247,cocamas_province,south_america,7,1507.2906707815687,2016518.9783188452,2018026.2689896268,2539154.55261333
248,jaragua_province,north_america,9,130204.90685699886,1778588.6265746802,1908793.5334316792,2529892.725110639
249,piquiri_province,south_america,7,0.0,1954567.3530808373,1954567.3530808373,2524013.272215942
250,ader_province,west_africa,6,2133027.6799312043,0.0,2133027.6799312043,2515531.1399226044
251,chinook_province,north_america,5,112715.48092913452,2001555.671904546,2114271.1528336806,2512430.0469378904
252,futa_jalon_province,west_africa,6,78142.33024013639,2055793.8781662534,2133936.2084063897,2512053.2344571883
253,timucua_province,north_america,4,135885.34941954515,1727154.8009797437,1863040.150399289,2497545.1691992
254,sacramento_province,north_america,5,1537017.1616660417,485369.11656857445,2022386.2782346164,2493434.5630139434
255,southern_highland_province,south_east_asia,5,75129.3827402489,2092635.308640008,2167764.691380257,2492735.277802789
256,hawaastatkiicu_province,north_america,6,2028346.829319334,0.0,2028346.829319334,2491140.1829842506
257,tkaronto_province,north_america,6,7186.344708356251,2101479.752172999,2108666.096881355,2480249.3589915247
258,west_lekumu_province,central_africa,4,62210.87077764826,2021207.7194335843,2083418.5902112327,2472095.9139876366
259,tehuantepec_province,north_america,5,145031.43069595372,1909824.8052618545,2054856.235957808,2462463.265452534
260,upper_kagera_province,east_africa,5,94627.80982664744,840736.7134340886,935364.523260736,2456285.0886683282
261,xun_province,southern_africa,7,1971903.8225845885,0.0,1971903.8225845885,2453516.800407662
262,raipur_garjats,south_asia,11,1388152.3896417862,10615.118386637323,1398767.5080284234,2439863.4465319766
263,boriken_province,north_america,6,52594.38667277025,1629901.504794838,1682495.891467608,2438432.877901059
264,jinhua_province,east_asia,7,5352.110463284744,649626.4342334423,654978.5446967271,2435600.862783818
265,karegnondi_province,north_america,4,26210.794894052637,1956549.6741100228,1982760.4690040753,2435355.5276295845
266,ouaka_province,central_africa,5,251890.45760342138,1811017.2497988031,2062907.7074022247,2431021.1708275024
267,akokisa_province,north_america,5,87817.82464526816,1489067.5293179024,1576885.3539631707,2430996.023208567
268,gana_province,southern_africa,5,2060635.9229153418,0.0,2060635.9229153418,2429590.4132797597
269,miranda_province,south_america,6,0.0,1838346.8911840883,1838346.8911840883,2425890.2525820993
270,waawiiyaataanong_province,north_america,4,18686.32219340247,1957527.250542252,1976213.5727356547,2417865.269327611
271,pahang_province,south_east_asia,5,9720.410282071174,2098369.189446597,2108089.599728668,2412100.7996947514
272,chawasha_province,north_america,3,8603.255523040443,2025406.7486022878,2034010.0041253283,2408636.2546409946
273,khairabad_province,south_asia,5,387441.3846932962,1033695.9584187501,1421137.3431120464,2407654.5110010523
274,northern_yokut_province,north_america,5,1473625.6446268042,328131.17458897876,1801756.819215783,2404976.4216177557
275,muling_province,east_asia,5,19980.282761555303,1598804.0131932255,1618784.2959547807,2394882.3329491285
276,boojwiikwedong_province,north_america,5,23372.65323017281,2037545.325522797,2060917.9787529698,2389407.726097091
277,sumbawa_province,south_east_asia,8,58630.896306578186,1678375.4130154229,1737006.3093220012,2382757.0979872514
278,badimala_province,australasia,8,1733128.6180523168,0.0,1733128.6180523168,2377269.6953088567
279,bure_province,west_africa,4,358778.28537507297,1617311.0643086089,1976089.349683682,2374975.5183941424
280,inner_iboina_province,east_africa,6,86968.53636374522,1852328.9681682875,1939297.5045320329,2356084.692598537
281,itapeva_province,south_america,6,418.9577129395505,1916527.5966467788,1916946.5543597182,2346689.873654683
282,pajang_province,south_east_asia,6,67789.32714241491,1572073.2364548517,1639862.5635972666,2346595.384046925
283,ceibal_province,north_america,6,29888.220433017726,1716009.2596985493,1745897.480131567,2344384.6651480133
284,coatzacoalco_province,north_america,5,90098.87712356333,1478203.8378123958,1568302.714935959,2327965.554302954
285,chittagong_province,south_east_asia,7,79289.07853183374,1170010.437820193,1249299.5163520267,2324586.95589603
