macro_region,metric,count,min,max,mean,median,std_dev,sum
middle_east,maximum_land_improvement_capacity_people,1262,0.0,102451.15915904481,302.2999730663996,0.0,4162.760372939665,381502.5660097963
middle_east,maximum_population_capacity_development_100_people,1262,7000.0,721576.5714192151,110949.51105962989,74314.10071890078,104830.05859040539,140018282.95725292
north_africa,maximum_infrastructure_capacity_people,397,0.0,697487.2843297112,101560.93922868367,70001.00859093263,105671.41098906386,40319692.87378742
north_africa,maximum_irrigation_capacity_people,397,0.0,697487.2843297112,101560.93922868367,70001.00859093263,105671.41098906386,40319692.87378742
north_africa,maximum_land_improvement_capacity_people,397,0.0,0.0,0.0,0.0,0.0,0.0
north_africa,maximum_population_capacity_development_100_people,397,7000.0,709487.2843297112,142752.37499694564,105167.12645077593,120906.66425542788,56672692.87378742
north_america,maximum_infrastructure_capacity_people,3084,0.0,2657241.350322047,222087.0429252251,88854.15215502275,326508.14121439634,684916440.3813943
north_america,maximum_irrigation_capacity_people,3084,0.0,2341333.451226292,40267.89436363621,899.565377094981,152996.5056186272,124186186.21745406
north_america,maximum_land_improvement_capacity_people,3084,0.0,2654749.1854963223,181819.1485615889,51929.703241144205,307473.64078666567,560730254.1639402
north_america,maximum_population_capacity_development_100_people,3084,7000.0,2695241.350322047,258254.3581003224,135878.26858243358,326985.336901764,796456440.3813943
north_asia,maximum_infrastructure_capacity_people,874,0.0,702096.3212268328,29012.03368051751,0.0,71676.72232065449,25356517.436772306
north_asia,maximum_irrigation_capacity_people,874,0.0,403577.04151213844,5950.877459280217,0.0,28507.510330569377,5201066.89941091
north_asia,maximum_land_improvement_capacity_people,874,0.0,691967.2451110916,23061.156221237292,0.0,66984.74512779248,20155450.537361395
north_asia,maximum_population_capacity_development_100_people,874,7000.0,749096.3212268328,46379.31056838936,7000.0,81596.42089303402,40535517.4367723
north_atlantic_ocean_sub_continent,maximum_infrastructure_capacity_people,1,0.0,0.0,0.0,0.0,0.0,0.0
north_atlantic_ocean_sub_continent,maximum_irrigation_capacity_people,1,0.0,0.0,0.0,0.0,0.0,0.0
north_atlantic_ocean_sub_continent,maximum_land_improvement_capacity_people,1,0.0,0.0,0.0,0.0,0.0,0.0
north_atlantic_ocean_sub_continent,maximum_population_capacity_development_100_people,1,47000.0,47000.0,47000.0,47000.0,0.0,47000.0
pacific_islands,maximum_infrastructure_capacity_people,298,0.0,499874.6237156333,65085.034688765045,7040.40554458281,91555.71529206452,19395340.337251984
pacific_islands,maximum_irrigation_capacity_people,298,0.0,23432.00779843257,312.97149663700804,0.0,1826.0703885548176,93265.5059978284
pacific_islands,maximum_land_improvement_capacity_people,298,0.0,499874.6237156333,64772.06319212804,7040.40554458281,91113.7467540201,19302074.831254154
pacific_islands,maximum_population_capacity_development_100_people,298,7000.0,528261.9236832403,96343.42395051001,44602.0047976903,115023.95500492376,28710340.337251984
south_america,maximum_infrastructure_capacity_people,1357,0.0,3389010.0107202856,273774.37787734275,98217.33163688143,428065.5347214615,371511830.77955407
south_america,maximum_irrigation_capacity_people,1357,0.0,1348031.3369200742,27064.78623518243,910.2173751214381,77303.83430689752,36726914.921142556
south_america,maximum_land_improvement_capacity_people,1357,0.0,3358528.97935129,246709.59164216026,36590.28624930293,427751.0105310335,334784915.8584115
south_america,maximum_population_capacity_development_100_people,1357,7000.0,3442010.0107202856,304795.01162826386,137390.228872035,425775.3860987461,413606830.77955407
south_asia,maximum_infrastructure_capacity_people,1230,0.0,716724.115158694,103230.31036682204,64163.73328240652,113783.1675736878,126973281.75119111
south_asia,maximum_irrigation_capacity_people,1230,0.0,716724.115158694,66559.29728833906,34961.9042477918,92116.94549583172,81867935.66465704
south_asia,maximum_land_improvement_capacity_people,1230,0.0,591287.37143422,36671.01307848298,0.0,82542.81845165559,45105346.08653407
south_asia,maximum_population_capacity_development_100_people,1230,7000.0,894798.0879774761,164204.29410665945,127936.64699714878,133247.0970956838,201971281.7511911
south_atlantic_sub_continent,maximum_infrastructure_capacity_people,1,0.0,0.0,0.0,0.0,0.0,0.0
south_atlantic_sub_continent,maximum_irrigation_capacity_people,1,0.0,0.0,0.0,0.0,0.0,0.0
south_atlantic_sub_continent,maximum_land_improvement_capacity_people,1,0.0,0.0,0.0,0.0,0.0,0.0
south_atlantic_sub_continent,maximum_population_capacity_development_100_people,1,7000.0,7000.0,7000.0,7000.0,0.0,7000.0
south_east_asia,maximum_infrastructure_capacity_people,1044,0.0,608014.9048513109,164423.13050065833,147299.78240754723,113358.66793676824,171657748.24268728
south_east_asia,maximum_irrigation_capacity_people,1044,0.0,151999.88051624637,8870.010729151074,739.0472022943516,17169.694765248416,9260291.20123372
south_east_asia,maximum_land_improvement_capacity_people,1044,0.0,608014.9048513109,155553.11977150725,138955.490725996,111327.41177553436,162397457.04145357
south_east_asia,maximum_population_capacity_development_100_people,1044,7000.0,818546.8986276996,209581.17647766983,193923.13785438827,129877.34122752257,218802748.24268728
southern_africa,maximum_infrastructure_capacity_people,293,0.0,1158458.0336605515,100498.84532807078,39229.667946381924,145111.09567727882,29446161.681124736
southern_africa,maximum_irrigation_capacity_people,293,0.0,1158458.0336605515,94931.80157009428,27687.006581670266,144248.0817354484,27815017.860037625
southern_africa,maximum_land_improvement_capacity_people,293,0.0,335865.4689862412,5567.043757976489,0.0,34219.83024611017,1631143.8210871115
southern_africa,maximum_population_capacity_development_100_people,293,7000.0,1166458.0336605515,139597.8214372858,83146.60118388344,156251.76290426886,40902161.68112474
west_africa,maximum_infrastructure_capacity_people,575,0.0,1312613.5660159055,144694.85615353094,80431.77419017316,178573.42051641928,83199542.2882803
west_africa,maximum_irrigation_capacity_people,575,0.0,1087688.6708730238,86122.66951509152,44331.85076216728,117526.30804300388,49520534.97117762
west_africa,maximum_land_improvement_capacity_people,575,0.0,1047419.85554468,58572.18663843944,0.0,155216.05529538923,33679007.31710268
west_africa,maximum_population_capacity_development_100_people,575,7000.0,1348613.5660159055,186510.508327444,133629.05928319006,179357.69910686617,107243542.2882803
western_europe,maximum_infrastructure_capacity_people,2773,0.0,104438.20781151351,7531.4385951297,1157.1017264835705,13217.369628415152,20884679.22429466
western_europe,maximum_irrigation_capacity_people,2773,0.0,80913.79532861043,2062.450773934424,56.49742060245198,6723.394995734113,5719175.996120158
western_europe,maximum_land_improvement_capacity_people,2773,0.0,103228.45592570385,5468.987821195276,0.0,11725.694946546506,15165503.228174502
western_europe,maximum_population_capacity_development_100_people,2773,7000.0,286212.5762099144,28691.553993615096,20905.77345645733,27946.667001159218,79561679.22429466
