name,method,category,color,default_market_price,transport_cost,food,block_rgo_upgrade,development_threshold,origin_in_old_world,origin_in_new_world,custom_tags,demand_add,demand_multiply,wealth_impact_threshold,data,source_file,source_line,source_layer,source_mod,source_mode,source_history
lead,mining,raw_material,goods_lead,2.0,1.0,,true,,,,[],{},{},{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""mining""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_lead""},{""key"":""default_market_price"",""op"":""="",""value"":2},{""key"":""transport_cost"",""op"":""="",""value"":1},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,203,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":166,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":203,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
silk,farming,raw_material,goods_silk,4.0,1.0,,true,,,,[],{},{},{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_silk""},{""key"":""default_market_price"",""op"":""="",""value"":4},{""key"":""ai_rgo_size_importance"",""op"":""="",""value"":3},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,215,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":176,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":215,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
dyes,farming,raw_material,goods_dyes,4.0,1.0,,true,,,,[],{},{},{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_dyes""},{""key"":""default_market_price"",""op"":""="",""value"":4},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""ai_rgo_size_importance"",""op"":""="",""value"":3},{""key"":""max_rgo_size"",""op"":""="",""value"":0.5},{""key"":""transport_cost"",""op"":""="",""value"":1},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,134,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":184,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":134,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
incense,farming,raw_material,goods_incense,2.5,1.0,,true,,,,[],"{""clergy"":0.01}",{},"{""all"":0.5}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_incense""},{""key"":""default_market_price"",""op"":""="",""value"":2.5},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""clergy"",""op"":""="",""value"":0.01}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.5}],""items"":[]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,67,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":194,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":67,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
tea,farming,raw_material,goods_tea,3.0,1.0,,true,,,,[],"{""burghers"":0.01,""clergy"":0.01,""nobles"":0.2}",{},"{""all"":0.75}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_tea""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.2},{""key"":""burghers"",""op"":""="",""value"":0.01},{""key"":""clergy"",""op"":""="",""value"":0.01}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.75}],""items"":[]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,246,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":210,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":246,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
cocoa,farming,raw_material,goods_cocoa,4.0,1.0,,true,,,true,"[""new_world_goods""]","{""burghers"":0.01,""clergy"":0.01,""nobles"":0.1}",{},"{""all"":0.75}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_cocoa""},{""key"":""default_market_price"",""op"":""="",""value"":4},{""key"":""ai_rgo_size_importance"",""op"":""="",""value"":5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.1},{""key"":""burghers"",""op"":""="",""value"":0.01},{""key"":""clergy"",""op"":""="",""value"":0.01}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.75}],""items"":[]}},{""key"":""origin_in_new_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""new_world_goods""]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,234,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":228,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":234,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
coffee,farming,raw_material,goods_coffee,3.0,1.0,,true,,true,,"[""old_world_goods""]","{""burghers"":0.001,""clergy"":0.0005,""nobles"":0.01,""soldiers"":0.001}",{},"{""all"":0.75}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_coffee""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""ai_rgo_size_importance"",""op"":""="",""value"":3},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.01},{""key"":""burghers"",""op"":""="",""value"":0.001},{""key"":""clergy"",""op"":""="",""value"":0.0005},{""key"":""soldiers"",""op"":""="",""value"":0.001}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.75}],""items"":[]}},{""key"":""origin_in_old_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""old_world_goods""]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,237,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":249,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":237,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
fiber_crops,farming,raw_material,goods_fiber_crops,2.0,1.0,,true,,,,[],{},{},{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_fiber_crops""},{""key"":""default_market_price"",""op"":""="",""value"":2},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,167,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":272,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":167,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
ivory,hunting,raw_material,goods_ivory,4.0,1.0,,true,20.0,,,[],"{""nobles"":0.05}",{},"{""all"":1.1}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""hunting""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_ivory""},{""key"":""default_market_price"",""op"":""="",""value"":4},{""key"":""ai_rgo_size_importance"",""op"":""="",""value"":4},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.05}],""items"":[]}},{""key"":""development_threshold"",""op"":""="",""value"":20},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.1}],""items"":[]}},{""key"":""sub_continent_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""south_asia"",""op"":""="",""value"":1.2}],""items"":[]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,200,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":281,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":200,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
lumber,forestry,raw_material,goods_lumber,1.75,1.0,,true,,,,[],"{""all"":0.00025,""burghers"":-0.00125,""clergy"":-0.00125,""laborers"":-0.00125,""nobles"":-0.00125,""peasants"":-0.00025,""slaves"":-0.00025,""soldiers"":-0.00125}","{""tribesmen"":0.0,""upper"":5.0}",{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""forestry""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_lumber""},{""key"":""default_market_price"",""op"":""="",""value"":1.5},{""key"":""base_production"",""op"":""="",""value"":0.01},{""key"":""transport_cost"",""op"":""="",""value"":1},{""key"":""ai_rgo_size_importance"",""op"":""="",""value"":3},{""key"":""ai_rgo_expansion_priority"",""op"":""="",""value"":0.025},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.00025},{""key"":""nobles"",""op"":""="",""value"":-0.00125},{""key"":""clergy"",""op"":""="",""value"":-0.00125},{""key"":""burghers"",""op"":""="",""value"":-0.00125},{""key"":""laborers"",""op"":""="",""value"":-0.00125},{""key"":""soldiers"",""op"":""="",""value"":-0.00125},{""key"":""peasants"",""op"":""="",""value"":-0.00025},{""key"":""slaves"",""op"":""="",""value"":-0.00025}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":5},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""winter_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""none"",""op"":""="",""value"":0},{""key"":""mild"",""op"":""="",""value"":0.5},{""key"":""normal"",""op"":""="",""value"":1},{""key"":""severe"",""op"":""="",""value"":2}],""items"":[]}},{""key"":""topography_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""mountains"",""op"":""="",""value"":1.2}],""items"":[]}},{""key"":""location_potential"",""op"":""="",""value"":{""entries"":[{""key"":""location_wants_lumber_trigger"",""op"":""="",""value"":true}],""items"":[]}},{""key"":""default_market_price"",""op"":""="",""value"":1.75},{""key"":""transport_cost"",""op"":""="",""value"":1},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,138,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":303,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":138,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
salt,gathering,raw_material,goods_salt,5.0,1.0,,true,,,,[],"{""all"":0.0,""burghers"":0.02,""clergy"":0.02,""nobles"":0.05}",{},"{""all"":0.7}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""gathering""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_salt""},{""key"":""default_market_price"",""op"":""="",""value"":4},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.05},{""key"":""burghers"",""op"":""="",""value"":0.02},{""key"":""clergy"",""op"":""="",""value"":0.02},{""key"":""all"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.7}],""items"":[]}},{""key"":""winter_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""none"",""op"":""="",""value"":0.75},{""key"":""mild"",""op"":""="",""value"":1},{""key"":""normal"",""op"":""="",""value"":1.2},{""key"":""severe"",""op"":""="",""value"":2}],""items"":[]}},{""key"":""default_market_price"",""op"":""="",""value"":5},{""key"":""transport_cost"",""op"":""="",""value"":1},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,121,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":340,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":121,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
medicaments,gathering,raw_material,goods_medicaments,1.0,1.0,,true,,,,[],"{""all"":0.0004}","{""burghers"":1.5,""clergy"":2.5,""nobles"":5.0,""slaves"":0.1,""tribesmen"":0.0}","{""all"":1.1}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""gathering""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_medicaments""},{""key"":""default_market_price"",""op"":""="",""value"":1},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.0004}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":5},{""key"":""clergy"",""op"":""="",""value"":2.5},{""key"":""burghers"",""op"":""="",""value"":1.5},{""key"":""slaves"",""op"":""="",""value"":0.1},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.1}],""items"":[]}},{""key"":""disease_demand_modifier"",""op"":""="",""value"":2},{""key"":""transport_cost"",""op"":""="",""value"":1},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,174,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":366,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":174,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
gems,mining,raw_material,goods_gems,4.0,1.0,,true,,,,[],"{""nobles"":0.05}",{},"{""all"":1.25}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""mining""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_gems""},{""key"":""default_market_price"",""op"":""="",""value"":4},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""ai_rgo_size_importance"",""op"":""="",""value"":5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.05}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.25}],""items"":[]}},{""key"":""transport_cost"",""op"":""="",""value"":1},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,170,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":394,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":170,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
pearls,gathering,raw_material,goods_pearls,4.0,1.0,,true,20.0,,,[],"{""burghers"":0.0025,""nobles"":0.05}",{},"{""burghers"":1.5,""nobles"":1.0}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""gathering""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_pearls""},{""key"":""default_market_price"",""op"":""="",""value"":4},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.05},{""key"":""burghers"",""op"":""="",""value"":0.0025}],""items"":[]}},{""key"":""development_threshold"",""op"":""="",""value"":20},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":1.0},{""key"":""burghers"",""op"":""="",""value"":1.5}],""items"":[]}},{""key"":""sub_continent_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""south_asia"",""op"":""="",""value"":2}],""items"":[]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,243,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":414,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":243,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
amber,gathering,raw_material,goods_amber,4.0,1.0,,true,,,,[],"{""burghers"":0.005,""nobles"":0.1}",{},"{""burghers"":1.5,""nobles"":1.0}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""gathering""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_amber""},{""key"":""default_market_price"",""op"":""="",""value"":4},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.1},{""key"":""burghers"",""op"":""="",""value"":0.005}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":1.0},{""key"":""burghers"",""op"":""="",""value"":1.5}],""items"":[]}},{""key"":""market_unavailability_demand_modifier"",""op"":""="",""value"":0.5},{""key"":""region_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""scandinavian_region"",""op"":""="",""value"":1.5},{""key"":""north_german_region"",""op"":""="",""value"":1.5},{""key"":""baltic_region"",""op"":""="",""value"":1.5}],""items"":[]}},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,227,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":437,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":227,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
saltpeter,mining,raw_material,goods_saltpeter,2.0,1.0,,true,,,,[],{},{},{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""mining""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_saltpeter""},{""key"":""default_market_price"",""op"":""="",""value"":2},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,153,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/00_raw_materials.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":462,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":153,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
