file,enabled,tag,mode,footprint,pop_type,employment,bcat,method,pm_category,produced,output,out_value,n_goods,inputs,goods_cost,labour,total_cost,labour_share,cost_over_out,unknown_goods
brewery_manufactory.yml,True,brewery_manufactory,REPLACE,manufactory,burghers,0.3,consumer_goods_category,pp_brewery_manufactory_brewery_manufactory_maintenance,manufactory_input,beer,2.0,4.0,3,lumber=0.373 wheat=2.494 tools=0.187,3.7545,0.0,3.7545,0.0,0.9386,
brewery_mill.yml,True,brewery_mill,REPLACE,mill_works,laborers,1.0,consumer_goods_category,pp_brewery_mill_brewery_mill_maintenance,mills_input,beer,4.0,8.0,3,lumber=0.642 wheat=5.622 tools=0.321,7.7888,0.0,7.7888,0.0,0.9736,
cannon_foundry.yml,True,cannon_foundry,REPLACE,manufactory,burghers,0.3,weapons_industry_category,pp_cannon_foundry_cannon_foundry_maintenance,manufactory_input,cannons,2.0,8.0,5,tools=0.642 lead=0.482 saltpeter=0.803 copper=0.803 tin=0.401,7.8675,0.0,7.8675,0.0,0.9834,
cannon_maker.yml,True,cannon_maker,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_cannon_maker_cannon_maker_lumber_maintenance,guild_input,cannons,0.1,0.4,3,lumber=0.107 iron=0.04 tools=0.017,0.3825,0.0,0.3825,0.0,0.9562,
cannon_maker.yml,True,cannon_maker,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_cannon_maker_cannon_maker_bronze_maintenance,guild_input,cannons,1.0,4.0,3,copper=0.619 tin=0.124 tools=0.619,4.1167,0.0,4.1167,0.0,1.0292,
cannon_maker.yml,True,cannon_maker,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_cannon_maker_cannon_maker_iron_maintenance,guild_input,cannons,1.0,4.0,2,iron=0.66 tools=0.55,4.0975,0.0,4.0975,0.0,1.0244,
cannon_maker.yml,True,cannon_maker,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_cannon_maker_cannon_maker_ammunition_stone_maintenance,guild_input,cannons,0.087,0.348,2,stone=0.104 saltpeter=0.104,0.312,0.0,0.312,0.0,0.8966,
cannon_maker.yml,True,cannon_maker,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_cannon_maker_cannon_maker_ammunition_lead_maintenance,guild_input,cannons,0.12,0.48,2,lead=0.111 saltpeter=0.111,0.444,0.0,0.444,0.0,0.925,
cannon_maker.yml,True,cannon_maker,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_cannon_maker_cannon_maker_ammunition_iron_maintenance,guild_input,cannons,0.16,0.64,2,iron=0.11 saltpeter=0.11,0.605,0.0,0.605,0.0,0.9453,
cannon_workshop.yml,True,cannon_workshop,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_cannon_workshop_cannon_workshop_bronze_maintenance,workshop_input,cannons,1.1,4.4,3,copper=1.102 tin=0.275 tools=0.138,4.3045,0.0,4.3045,0.0,0.9783,
cannon_workshop.yml,True,cannon_workshop,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_cannon_workshop_cannon_workshop_iron_maintenance,workshop_input,cannons,1.1,4.4,2,iron=1.114 tools=0.124,4.302,0.0,4.302,0.0,0.9777,
cannon_workshop.yml,True,cannon_workshop,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_cannon_workshop_cannon_workshop_ammunition_stone_maintenance,workshop_input,cannons,0.1,0.4,2,stone=0.107 saltpeter=0.107,0.321,0.0,0.321,0.0,0.8025,
cannon_workshop.yml,True,cannon_workshop,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_cannon_workshop_cannon_workshop_ammunition_lead_maintenance,workshop_input,cannons,0.15,0.6,2,lead=0.12 saltpeter=0.12,0.48,0.0,0.48,0.0,0.8,
cannon_workshop.yml,True,cannon_workshop,REPLACE,urban_workshop,burghers,0.3,weapons_industry_category,pp_cannon_workshop_cannon_workshop_ammunition_iron_maintenance,workshop_input,cannons,0.2,0.8,2,iron=0.137 saltpeter=0.114,0.7075,0.0,0.7075,0.0,0.8844,
cannons_factory.yml,True,cannons_factory,REPLACE,mill_works,laborers,1.0,weapons_industry_category,pp_cannons_factory_gun_factory_maintenance,mills_input,cannons,4.0,16.0,3,steel=2.589 lead=0.518 saltpeter=0.864,15.709,0.0,15.709,0.0,0.9818,
charcoal_maker.yml,True,charcoal_maker,REPLACE,forestry,laborers,1,rgo_building_category,pp_char_coal_maintenance,guild_input,coal,0.62,1.24,2,lumber=0.51 clay=1.2,1.4925,0.0,1.4925,0.0,1.2036,
chili_plantation.yml,True,chili_plantation,CREATE,farm_land,laborers,1,rgo_building_category,pp_chili_plantation_base_chili,building_maintenance,chili,0.037,0.185,0,,0,0.0,0.0,,0.0,
chili_plantation.yml,True,chili_plantation,CREATE,farm_land,laborers,1,rgo_building_category,pp_chili_plantation_no_drying,building_maintenance,,,,0,,0,0.0,0.0,,,
chili_plantation.yml,True,chili_plantation,CREATE,farm_land,laborers,1,rgo_building_category,pp_chili_plantation_sun_drying_mats,building_maintenance,chili,0.083,0.415,2,fiber_crops=0.097 tools=0.049,0.3533,0.0,0.3533,0.0,0.8512,
cinnabar_pit.yml,True,cinnabar_pit,CREATE,extractive_open,laborers,1,rgo_building_category,pp_cinnabar_pit_base_mercury,building_maintenance,mercury,0.09,0.27,0,,0,0.0,0.0,,0.0,
cinnabar_pit.yml,True,cinnabar_pit,CREATE,extractive_open,laborers,1,rgo_building_category,pp_cinnabar_pit_no_primary,building_maintenance,,,,0,,0,0.0,0.0,,,
cinnabar_pit.yml,True,cinnabar_pit,CREATE,extractive_open,laborers,1,rgo_building_category,pp_cinnabar_pit_mercury,building_maintenance,mercury,0.423,1.269,3,lumber=0.22 tools=0.18 beeswax=0.09,1.15,0.0,1.15,0.0,0.9062,
cinnabar_pit.yml,True,cinnabar_pit,CREATE,extractive_open,laborers,1,rgo_building_category,pp_cinnabar_pit_no_secondary,building_maintenance,,,,0,,0,0.0,0.0,,,
cinnabar_pit.yml,True,cinnabar_pit,CREATE,extractive_open,laborers,1,rgo_building_category,pp_cinnabar_pit_stone,building_maintenance,stone,0.144,0.144,2,lumber=0.03 tools=0.02,0.1175,0.0,0.1175,0.0,0.816,
cinnabar_pit.yml,True,cinnabar_pit,CREATE,extractive_open,laborers,1,rgo_building_category,pp_cinnabar_pit_dyes,building_maintenance,dyes,0.03,0.12,2,lumber=0.03 tools=0.02,0.1175,0.0,0.1175,0.0,0.9792,
clay_pit.yml,True,clay_pit,REPLACE,extractive_open,laborers,1,rgo_building_category,pp_clay_pit_base_clay,building_maintenance,clay,0.3,0.15,0,,0,0.0,0.0,,0.0,
clay_pit.yml,True,clay_pit,REPLACE,extractive_open,laborers,1,rgo_building_category,pp_clay_pit_maintenance,building_maintenance,clay,1.44,0.72,2,lumber=0.28 livestock=0.12,0.67,0.0,0.67,0.0,0.9306,
clay_washmill.yml,True,clay_washmill,CREATE,rural_processing,laborers,1,rgo_building_category,pp_clay_washmill_base_clay,building_maintenance,clay,0.11,0.055,0,,0,0.0,0.0,,0.0,
clay_washmill.yml,True,clay_washmill,CREATE,rural_processing,laborers,1,rgo_building_category,pp_clay_washmill_no_preparation,building_maintenance,,,,0,,0,0.0,0.0,,,
clay_washmill.yml,True,clay_washmill,CREATE,rural_processing,laborers,1,rgo_building_category,pp_clay_washmill_horse_pugging,building_maintenance,clay,0.69,0.345,3,lumber=0.11 tools=0.04 horses=0.02,0.3825,0.0,0.3825,0.0,1.1087,
clay_washmill.yml,True,clay_washmill,CREATE,rural_processing,laborers,1,rgo_building_category,pp_clay_washmill_ox_pugging,building_maintenance,clay,0.69,0.345,3,lumber=0.11 tools=0.04 livestock=0.05,0.3975,0.0,0.3975,0.0,1.1522,
clay_washmill.yml,True,clay_washmill,CREATE,rural_processing,laborers,1,rgo_building_category,pp_clay_washmill_no_refining,building_maintenance,,,,0,,0,0.0,0.0,,,
clay_washmill.yml,True,clay_washmill,CREATE,rural_processing,laborers,1,rgo_building_category,pp_clay_washmill_levigation_ponds,building_maintenance,clay,0.23,0.115,2,lumber=0.03 tools=0.02,0.1175,0.0,0.1175,0.0,1.0217,
cloth_guild.yml,True,cloth_guild,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_cloth_guild_cotton_cloth_guild_maintenance,guild_input,cloth,1.0,3.0,1,cotton=0.976,2.928,0.0,2.928,0.0,0.976,
cloth_guild.yml,True,cloth_guild,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_cloth_guild_wool_cloth_guild_maintenance,guild_input,cloth,1.0,3.0,1,wool=1.171,2.9275,0.0,2.9275,0.0,0.9758,
cloth_guild.yml,True,cloth_guild,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_cloth_guild_fiber_crops_cloth_guild_maintenance,guild_input,cloth,0.8,2.4,1,fiber_crops=1.164,2.328,0.0,2.328,0.0,0.97,
cloth_manufactory.yml,True,cloth_manufactory,REPLACE,manufactory,burghers,0.3,consumer_goods_category,pp_cloth_manufactory_wool_cloth_manufactory_maintenance,guild_input,cloth,2.0,6.0,2,wool=1.99 dyes=0.183,5.707,0.0,5.707,0.0,0.9512,
cloth_manufactory.yml,True,cloth_manufactory,REPLACE,manufactory,burghers,0.3,consumer_goods_category,pp_cloth_manufactory_cotton_cloth_manufactory_maintenance,guild_input,cloth,2.0,6.0,2,cotton=1.659 dyes=0.183,5.709,0.0,5.709,0.0,0.9515,
cloth_manufactory.yml,True,cloth_manufactory,REPLACE,manufactory,burghers,0.3,consumer_goods_category,pp_cloth_manufactory_fiber_crops_cloth_manufactory_maintenance,guild_input,cloth,2.0,6.0,2,fiber_crops=2.704 dyes=0.075,5.708,0.0,5.708,0.0,0.9513,
cloth_workshop.yml,True,cloth_workshop,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_cloth_workshop_cotton_cloth_workshop_maintenance,workshop_input,cloth,1.1,3.3,1,cotton=1.013,3.039,0.0,3.039,0.0,0.9209,
cloth_workshop.yml,True,cloth_workshop,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_cloth_workshop_wool_cloth_workshop_maintenance,workshop_input,cloth,1.1,3.3,1,wool=1.216,3.04,0.0,3.04,0.0,0.9212,
cloth_workshop.yml,True,cloth_workshop,REPLACE,urban_workshop,burghers,0.3,consumer_goods_category,pp_cloth_workshop_fiber_crops_cloth_workshop_maintenance,workshop_input,cloth,0.9,2.7,1,fiber_crops=1.22,2.44,0.0,2.44,0.0,0.9037,
clove_grove.yml,True,clove_grove,CREATE,farm_land,laborers,1,rgo_building_category,pp_clove_grove_base_cloves,building_maintenance,cloves,0.037,0.185,0,,0,0.0,0.0,,0.0,
clove_grove.yml,True,clove_grove,CREATE,farm_land,laborers,1,rgo_building_category,pp_clove_grove_no_curing,building_maintenance,,,,0,,0,0.0,0.0,,,
clove_grove.yml,True,clove_grove,CREATE,farm_land,laborers,1,rgo_building_category,pp_clove_grove_curing_houses,building_maintenance,cloves,0.079,0.395,2,lumber=0.156 coal=0.052,0.377,0.0,0.377,0.0,0.9544,
coal_mine.yml,True,coal_mine,CREATE,mining,laborers,1,rgo_building_category,pp_coal_mine_base_coal,building_maintenance,coal,0.12,0.24,0,,0,0.0,0.0,,0.0,
coal_mine.yml,True,coal_mine,CREATE,mining,laborers,1,rgo_building_category,pp_coal_mine_no_primary,building_maintenance,,,,0,,0,0.0,0.0,,,
coal_mine.yml,True,coal_mine,CREATE,mining,laborers,1,rgo_building_category,pp_coal_mine_coal,building_maintenance,coal,1.0,2.0,3,lumber=0.24 tools=0.28 beeswax=0.06,1.45,0.0,1.45,0.0,0.725,
coal_mine.yml,True,coal_mine,CREATE,mining,laborers,1,rgo_building_category,pp_coal_mine_no_secondary,building_maintenance,,,,0,,0,0.0,0.0,,,
coal_mine.yml,True,coal_mine,CREATE,mining,laborers,1,rgo_building_category,pp_coal_mine_fireclay,building_maintenance,clay,0.336,0.168,2,lumber=0.04 tools=0.03,0.1675,0.0,0.1675,0.0,0.997,
coal_mine_improved.yml,True,coal_mine_improved,CREATE,mining,laborers,1,rgo_building_category,pp_coal_mine_improved_base_coal,building_maintenance,coal,0.14,0.28,0,,0,0.0,0.0,,0.0,
coal_mine_improved.yml,True,coal_mine_improved,CREATE,mining,laborers,1,rgo_building_category,pp_coal_mine_improved_no_primary,building_maintenance,,,,0,,0,0.0,0.0,,,
coal_mine_improved.yml,True,coal_mine_improved,CREATE,mining,laborers,1,rgo_building_category,pp_coal_mine_improved_coal,building_maintenance,coal,1.75,3.5,3,lumber=0.42 tools=0.48 beeswax=0.105,2.505,0.0,2.505,0.0,0.7157,
coal_mine_improved.yml,True,coal_mine_improved,CREATE,mining,laborers,1,rgo_building_category,pp_coal_mine_improved_no_secondary,building_maintenance,,,,0,,0,0.0,0.0,,,
coal_mine_improved.yml,True,coal_mine_improved,CREATE,mining,laborers,1,rgo_building_category,pp_coal_mine_improved_fireclay,building_maintenance,clay,0.32,0.16,2,lumber=0.04 tools=0,0.07,0.0,0.07,0.0,0.4375,
coal_mine_revolutions.yml,True,coal_mine_revolutions,CREATE,mining,laborers,1,rgo_building_category,pp_coal_mine_revolutions_base_coal,building_maintenance,coal,0.15,0.3,0,,0,0.0,0.0,,0.0,
coal_mine_revolutions.yml,True,coal_mine_revolutions,CREATE,mining,laborers,1,rgo_building_category,pp_coal_mine_revolutions_no_primary,building_maintenance,,,,0,,0,0.0,0.0,,,
coal_mine_revolutions.yml,True,coal_mine_revolutions,CREATE,mining,laborers,1,rgo_building_category,pp_coal_mine_revolutions_coal,building_maintenance,coal,2.25,4.5,3,lumber=0.5 tools=0.62 beeswax=0.13,3.15,0.0,3.15,0.0,0.7,
coal_mine_revolutions.yml,True,coal_mine_revolutions,CREATE,mining,laborers,1,rgo_building_category,pp_coal_mine_revolutions_no_secondary,building_maintenance,,,,0,,0,0.0,0.0,,,
coal_mine_revolutions.yml,True,coal_mine_revolutions,CREATE,mining,laborers,1,rgo_building_category,pp_coal_mine_revolutions_fireclay,building_maintenance,clay,0.302,0.151,2,lumber=0.04 tools=0.02,0.135,0.0,0.135,0.0,0.894,
coastal_saltern.yml,True,coastal_saltern,REPLACE,extractive_open,laborers,1,rgo_building_category,pp_coastal_saltern_base_salt,building_maintenance,salt,0.08,0.4,0,,0,0.0,0.0,,0.0,
coastal_saltern.yml,True,coastal_saltern,REPLACE,extractive_open,laborers,1,rgo_building_category,pp_coastal_saltern_open_salt_marshes,building_maintenance,,,,0,,0,0.0,0.0,,,
coastal_saltern.yml,True,coastal_saltern,REPLACE,extractive_open,laborers,1,rgo_building_category,pp_coastal_saltern_lined_evaporation_pans,building_maintenance,salt,0.24,1.2,2,clay=1.333 pottery=0.383,1.0495,0.0,1.0495,0.0,0.8746,
cocoa_grove.yml,True,cocoa_grove,CREATE,farm_land,laborers,1,rgo_building_category,pp_cocoa_grove_base_cocoa,building_maintenance,cocoa,0.04,0.16,0,,0,0.0,0.0,,0.0,
cocoa_grove.yml,True,cocoa_grove,CREATE,farm_land,laborers,1,rgo_building_category,pp_cocoa_grove_no_fermentation,building_maintenance,,,,0,,0,0.0,0.0,,,
cocoa_grove.yml,True,cocoa_grove,CREATE,farm_land,laborers,1,rgo_building_category,pp_cocoa_grove_fermentation_houses,building_maintenance,cocoa,0.089,0.356,2,furniture=0.09 fiber_crops=0.035,0.34,0.0,0.34,0.0,0.9551,
coffee_grove.yml,True,coffee_grove,CREATE,farm_land,laborers,1,rgo_building_category,pp_coffee_grove_base_coffee,building_maintenance,coffee,0.04,0.12,0,,0,0.0,0.0,,0.0,
coffee_grove.yml,True,coffee_grove,CREATE,farm_land,laborers,1,rgo_building_category,pp_coffee_grove_no_washing,building_maintenance,,,,0,,0,0.0,0.0,,,
coffee_grove.yml,True,coffee_grove,CREATE,farm_land,laborers,1,rgo_building_category,pp_coffee_grove_washing_stations,building_maintenance,coffee,0.09,0.27,2,lumber=0.116 pottery=0.058,0.261,0.0,0.261,0.0,0.9667,
conscription_center.yml,True,conscription_center,REPLACE,barracks,soldiers,manpower_employment,military_category,pp_conscription_center_maintenance,building_maintenance,,,,6,firearms=1 leather=1 cloth=0.2 paper=0.5 weaponry=1 victuals=0.625,12.475,0.0,12.475,0.0,,
cookery.yml,True,cookery,CREATE,manufactory,laborers,1,consumer_goods_category,pp_cookery_khichdi,building_maintenance,victuals,0.721,2.163,3,rice=1.172 legumes=0.997 pepper=0.036,2.349,0.0,2.349,0.0,1.086,
cookery.yml,True,cookery,CREATE,manufactory,laborers,1,consumer_goods_category,pp_cookery_fish_congee,building_maintenance,victuals,0.721,2.163,3,rice=1.172 fish=0.997 pepper=0.036,2.349,0.0,2.349,0.0,1.086,
cookery.yml,True,cookery,CREATE,manufactory,laborers,1,consumer_goods_category,pp_cookery_livestock_pottage,building_maintenance,victuals,0.796,2.388,3,wheat=1.135 livestock=0.817 legumes=0.231,2.5915,0.0,2.5915,0.0,1.0852,
cookery.yml,True,cookery,CREATE,manufactory,laborers,1,consumer_goods_category,pp_cookery_mediterranean_fish,building_maintenance,victuals,0.752,2.256,3,fish=1.774 olives=0.532 wine=0.072,2.45,0.0,2.45,0.0,1.086,
cookery.yml,True,cookery,CREATE,manufactory,laborers,1,consumer_goods_category,pp_cookery_mutton_and_pease,building_maintenance,victuals,0.796,2.388,3,wool=0.877 legumes=0.414 salt=0.048,2.8465,0.0,2.8465,0.0,1.192,
cookery.yml,True,cookery,CREATE,manufactory,laborers,1,consumer_goods_category,pp_cookery_surstromming,building_maintenance,victuals,0.817,2.451,3,fish=1.827 millet=0.184 salt=0.184,2.931,0.0,2.931,0.0,1.1958,
